Organization,Ftype,RoundUSS,Investor,NXTP Labs,Monashees,Kaszek Ventures,Mountain Nazca,Redpoint eventures,Bozano Investimentos,Aurus,Investo,Alta Ventures Mexico,ALLVP,Angel Ventures,IGNIA,CRP Companhia de Participaçõe,e.Bricks Ventures,Confrapar,Magma Partners,CORFO,SP Ventures,DGF Investimentos,Mercado Libre Fund,Inseed Investimentos,Criatec 2,Astella Investimentos,DILA Capital,Velum Ventures,FCP,Scale Capital,Alaya Capital,Polymath,Primary Ventures,T2m Capital,Omidyar Network,Elevar Equity,Quona Capital,Gray Matters Capital,Performa Investimentos,Vox Capital,Promotora Social México,Pomona Impact,MOV Investimentos
VU Security,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Properati,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LegalJump,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oja.la,Seed,"75,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VONTRAVEL,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YContent,Seed,"500,000.00","500 Startups, e.Bricks Ventures, initial.vc, Rhodium",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
SaferTaxi,Series B,"4,200,000.00","Draper Associates, Kaszek Ventures, Otto Capital, Start-Up Chile",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passei Direto,Series A,  ,"Grupo Xango, Redpoint eventures",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Procesa Chiapas,Series C,  ,"Endeavor Catalyst, IGNIA",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deenty,Seed,"120,000.00","CORFO, Magma Partners",,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Technorides,Seed,"70,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartbill Assinaturas,Seed,  ,Astella Investimentos,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
ContaAzul,Series A,  ,"500 Startups, Monashees, Napkn Ventures",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kekanto,Series B,"5,500,000.00","Accel, Kaszek Ventures, W7 Venture Capital",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runrun,Series A,"1,000,000.00","500 Startups, Monashees",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Other Guys,Seed,"425,000.00","Inspirit Angels, NXTP Labs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHMA,Seed,  ,ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glamit,Venture - Series Unknown,"500,000.00","Mercado Libre Fund, Mountain Nazca, NXTP Labs, Start-Up Chile",1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
VivaReal,Series B,"15,000,000.00","Jeff Holmes, Kaszek Ventures, Monashees, Valiant Capital Partners",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudena,Series A,"1,959,550.34",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelpSaúde,Series B,  ,Confrapar,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
ZoeMob,Seed,"500,000.00",e.Bricks Ventures,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidu,Series A,  ,"Bertelsmann, Monashees, Otto Capital",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gazelles Growth Institute,Seed,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
inmobly,Seed,"1,400,000.00","Alta Ventures Mexico, Rev1 Ventures",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
String Publisher,Seed,  ,Investo,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cottonTracks,Seed,"100,000.00","Ariel Arrieta, NXTP Labs, Start-Up Chile",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Algenis,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InstaDM,Seed,  ,Investo,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert Insights,Convertible Note,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais.im,Angel,  ,Astella Investimentos,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Aventones,Series A,"252,500.32","ALLVP, Fundación Chile, NXTP Labs",1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudena,Venture - Series Unknown,"3,615,000.00",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Click,Seed,"232,590.12",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuídate,Seed,"77,530.04",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOintegro,Series A,  ,"Kaszek Ventures, Riverwood Capital",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrot,Seed,"1,046,655.56",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ondore,Seed,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bidu,Seed,  ,"Fábio Colaferro, João Herreros, João Nercessian, Monashees",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudena,Series A,"1,550,600.82",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oppa,Venture - Series Unknown,"13,000,000.00","Kaszek Ventures, Monashees, Thrive Capital, Valar Ventures",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moshi,Seed,"60,000.00",Investo,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophie & Juliete,Series A,  ,"Fabrice Grinda, Redpoint eventures, Thrive Capital",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Content,Seed,"650,000.00","Abril Participações, Digital News Ventures (MDIF Fund), e.Bricks Ventures, Start-Up Chile",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
GoodPeople,Seed,"600,000.00","500 Startups, NXTP Labs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EchoPixel,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURAL,Seed,"775,000.00","500 Startups, Alta Ventures Mexico, Intel Capital",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClubVenta,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Splitcast Technology,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CitalDoc,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hazel Mail,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guidecentral,Angel,"50,000.00","Gaston Irigoyen, NXTP Labs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twyxt,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populy Games,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Everypost,Seed,"75,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LastRoom,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capitalizarme,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pitzi,Series A,"1,030,000.00","Fabrice Grinda, Flybridge Capital Partners, initial.vc, Kaszek Ventures",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CitiVox,Debt Financing,"180,000.00",Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED INNOVA,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attender,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock N Roll Games,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM Latam,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flipaste,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olook,Series A,  ,"Monashees, Valor Capital Group",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LojasKD,Series B,  ,Astella Investimentos,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Poolami,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socialare,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tecnoblu,Venture - Series Unknown,"3,449,975.36",CRP Companhia de Participaçõe,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open English,Series C,"43,000,000.00","Flybridge Capital Partners, Insight",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Almashopping,Seed,"100,000.00","NXTP Labs, Omar Calvo",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shopperception Inc,Seed,"200,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oktagon Games,Series A,  ,Confrapar,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
eÓtica,Series A,  ,Kaszek Ventures,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modyo,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuscaLibre,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClubVenta,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrot,Seed,"146,626.39",ALLVP,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MadeiraMadeira,Series A,"4,100,000.00","Flybridge Capital Partners, Kaszek Ventures, Monashees",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ComparaOnline,Series A,"5,000,000.00",Kaszek Ventures,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andes Biotechnologies,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minuto Seguros,Series A,  ,Redpoint eventures,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sophie & Juliete,Series A,  ,"Fabrice Grinda, Redpoint eventures, Thrive Capital",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind FactoryAR,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anima Educação,Private Equity,  ,Bozano Investimentos,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeHostels,Seed,"1,200,000.00","Alexander Torrenegra, CAP Ventures, Fabrice Grinda, German Ventures, NXTP Labs, Quotidian Ventures, TA Ventures, Ventech, ZT Labs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elo7,Series B,"5,000,000.00","Accel, Insight Venture Partners, Monashees",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t-Art,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jampp,Seed,"550,000.00","Alexis Bonte, Andreas Cser, Andrew Nutter, Diego Meller, Martin Anazco, NXTP Labs, Start Capital",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Workana,Seed,"1,100,000.00","dmg ventures, Eigenvalue, Gabriel Rozman, Juan Cappello, Juan Martitegui, Marco Giberti, NXTP Labs, Pablo Garfinkel, Santiago Schettini",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RingCaptcha,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kwan Mobile,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViFlux,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iBillionaire,Seed,"169,100.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FormaFina,Seed,"125,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glamit,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURAL,Seed,"145,000.00","Alta Ventures Mexico, NXTP Labs",1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sontra,Seed,"157,293.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urbita,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loogares.Com,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bungolow,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Restorando,Series A,"3,200,000.00","Atomico, Emergence, Kaszek Ventures, Quasar Builders, Storm Ventures",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taggify,Series A,"1,000,000.00","Aurus, Consorcio Periodístico de Chile (Copesa), Start-Up Chile",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BemDireto,Series A,  ,Confrapar,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ingresse,Seed,  ,"500 Startups, DGF Investimentos",,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Happyshop,Series B,"4,000,000.00","Aurus, Gerens Capital",,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fisgo,Series A,  ,Confrapar,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ciatech,Series B,  ,Astella Investimentos,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Grupo Xango,Series B,  ,"Pinnacle Ventures, Redpoint, Redpoint eventures",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Levita Magnetics,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VivaReal,Series A,"3,700,000.00","500 Startups, Alexander Torrenegra, Ariel Poler, Errol Damelin, Florian Otto, Gordon Rubenstein, Greg Waldorf, Jeff Holmes, Kaszek Ventures, Monashees, Shaun Di Gregorio, Wensceslao Casares",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CitalDoc,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoplins,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snippets,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HelpSaúde,Series A,  ,Kaszek Ventures,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estapar,Private Equity,  ,Bozano Investimentos,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ePrimeCare,Series B,  ,Confrapar,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
MFM - Master Financial Management,Seed,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medabil,Private Equity,"27,218,290.69",CRP Companhia de Participaçõe,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convert Insights,Seed,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elo,Private Equity,"16,330,974.41",CRP Companhia de Participaçõe,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kekanto,Series A,  ,"Accel, Florian Otto, Kaszek Ventures, Vinicius Marchini",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open English,Series B,"2,000,000.00","Flybridge Capital Partners, Kaszek Ventures",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juxta Labs,Seed,  ,"Alta Ventures Mexico, Clarke Miyasaki, Kickstart Seed Fund, Michael Levinthal, Rob McMillen, Ron Ross",,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provive,Venture - Series Unknown,  ,IGNIA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baby,Series A,"4,400,000.00","Felicis Ventures, Monashees, Social Capital, SV Angel, Thrive Capital, Tiger Global Management",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prova Facil,Series A,  ,"Confrapar, Gera Venture Capital",,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Elo7,Series A,"2,000,000.00","Accel, Monashees",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLx Pharma,Venture - Series Unknown,"2,893,965.00",Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nuvem Shop,Angel,"300,000.00","Alec Oxenford, Fabrice Grinda, Jose Marin, Meyer Malka, NXTP Labs, Patricio Jutard, Wensceslao Casares",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ver de Verdad,Series B,  ,IGNIA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tienda Nube,Angel,"300,000.00","Alec Oxenford, Fabrice Grinda, Jose Marin, Meyer Malka, NXTP Labs, Patricio Jutard, Wensceslao Casares",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaferTaxi,Series A,"1,000,000.00","Draper Associates, Kaszek Ventures",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClickMagic,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eventioz,Series A,  ,Kaszek Ventures,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bio Architecture Lab,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadza,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumbrera,Series B,"13,800,000.00","IGNIA, Omidyar Network",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
GetNinjas,Seed,"700,000.00","Kaszek Ventures, Monashees",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Social Radio,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intiza,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idea.me,Seed,"100,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comenta TV,Seed,"100,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olook,Seed,  ,Monashees,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZupCat,Venture - Series Unknown,"700,000.00",Kaszek Ventures,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oony,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WeHostels,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bixti,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YoQueVos,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PedidosYa,Seed,"500,000.00","Atomico, Kaszek Ventures, Prosperitas Capital Partners",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tienda Nube,Seed,"32,500.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Fan Machine,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fanwards,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trendsetters,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happyshop,Series A,"1,500,000.00",Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dualtec,Series A,  ,Astella Investimentos,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Librelato Implementos Rodoviários,Private Equity,"37,570,444.58",CRP Companhia de Participaçõe,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
GroovinAds,Seed,"25,000.00",NXTP Labs,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PetLove,Series A,  ,"Kaszek Ventures, Monashees, Tiger Global Management",,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alset Global,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buzzero,Series A,  ,Monashees,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afluenta,Angel,"775,000.00","Alejandro Cosentino, NXTP Labs",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhomobile,Venture - Series Unknown,  ,Alta Ventures Mexico,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OQVestir,Series A,  ,"Kaszek Ventures, Tiger Global Management",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modyo,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junar,Venture - Series Unknown,  ,Aurus,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Lab,Series B,  ,"Accel, Monashees",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geofusion,Series A,"1,890,359.17",SP Ventures,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Agua Natural,Venture - Series Unknown,  ,IGNIA,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ViajaNet,Series C,"19,000,000.00","General Catalyst, Pinnacle Venture",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K Health,Series B,"25,000,000.00","14W, Bessemer Venture Partners, BoxGroup, Comcast Ventures, Lerer Hippeau, Mangrove Capital Partners, Max Ventures, Primary Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Topic Flower SA,Seed,  ,Alaya Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Burn to Give,Seed,  ,Alaya Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Kilimo,Seed,"950,000.00","Alaya Capital Partners, Glocal Agtech, The Yield Lab, Xpand Ventures",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
ERCO,Debt Financing,"600,000.00",FCP Emprendimiento e Innovación SP,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Autolab,Series A,"1,300,000.00",Polymath Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Autolab,Pre-Seed,"250,000.00",Polymath Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Leal,Series A,"3,000,000.00",FCP Emprendimiento e Innovación SP,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
Aflore,Pre-Seed,"200,000.00",Polymath Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Elenas,Pre-Seed,"500,000.00",Polymath Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Táximo,Pre-Seed,"420,000.00",Polymath Ventures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Zyght,Seed,"650,000.00",Scale Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
u-planner,Series A,"5,000,000.00",Scale Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Rocketpin,Seed,  ,"Alaya Capital Partners, Wayra",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
